question_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,r1,r2,s,ground_truth
f152ad06-dfb1-449b-9dde-1eed5b5a8270,2.7112293,0.8665172,0.0,1.2104504,0.39490342,0.1412699,0.0,0.18249117,2.279714,0.4698577,0.0,0.6300622,0.0743576,0.03626943,0.0,0.03626943,0.6666667,7,0.11778303565638346,5.4602046,0
f152ad06-dfb1-449b-9dde-1eed5b5a8270,2.7112293,0.8665172,0.0,1.2104504,0.39490342,0.1412699,0.0,0.18249117,2.279714,0.4698577,0.0,0.6300622,0.0743576,0.03626943,0.0,0.03626943,0.6666667,8,0.1053605156578263,5.4602046,0
f152ad06-dfb1-449b-9dde-1eed5b5a8270,2.3631356,0.99675035,0.0,1.0783019,0.28691804,0.14626613,0.0,0.14626613,1.9575899,0.60009086,0.0,0.60009086,0.0743576,0.03626943,0.0,0.03626943,0.6666667,9,0.09531017980432487,4.682001,0
6caeaaba-30ce-49f2-86d7-a3c9ccd7fe04,2.0037625,1.0736545,0.041439943,1.2345805,0.0,0.0,0.0,0.0,2.2368572,1.2615136,0.07246016,1.4351928,0.05870155,0.0,0.0,0.0,1.0,0,0.6931471805599453,4.299321,0
6caeaaba-30ce-49f2-86d7-a3c9ccd7fe04,2.0037625,1.0736545,0.041439943,1.2345805,0.0,0.0,0.0,0.0,2.2368572,1.2615136,0.07246016,1.4351928,0.05870155,0.0,0.0,0.0,1.0,1,0.4054651081081644,4.299321,0
6caeaaba-30ce-49f2-86d7-a3c9ccd7fe04,2.0381856,0.0,0.0,0.0,0.12384268,0.0,0.0,0.0,2.0627356,0.0,0.0,0.0,0.05870155,0.0,0.0,0.0,0.33333334,2,0.2876820724517809,4.2834654,0
6caeaaba-30ce-49f2-86d7-a3c9ccd7fe04,2.0381856,0.0,0.0,0.0,0.12384268,0.0,0.0,0.0,2.0627356,0.0,0.0,0.0,0.05870155,0.0,0.0,0.0,0.33333334,3,0.22314355131420976,4.2834654,0
6caeaaba-30ce-49f2-86d7-a3c9ccd7fe04,1.9051707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9858699,0.0,0.0,0.0,0.05870155,0.0,0.0,0.0,0.33333334,4,0.18232155679395462,3.949742,0
6caeaaba-30ce-49f2-86d7-a3c9ccd7fe04,1.9051707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9858699,0.0,0.0,0.0,0.05870155,0.0,0.0,0.0,0.33333334,5,0.1541506798272583,3.949742,0
6caeaaba-30ce-49f2-86d7-a3c9ccd7fe04,1.6267061,0.0,0.0,0.0,0.12228498,0.0,0.0,0.0,1.6054343,0.0,0.0,0.0,0.05870155,0.0,0.0,0.0,0.33333334,6,0.13353139262452263,3.413127,0
6caeaaba-30ce-49f2-86d7-a3c9ccd7fe04,1.6267061,0.0,0.0,0.0,0.12228498,0.0,0.0,0.0,1.6054343,0.0,0.0,0.0,0.05870155,0.0,0.0,0.0,0.33333334,7,0.11778303565638346,3.413127,0
6caeaaba-30ce-49f2-86d7-a3c9ccd7fe04,1.3699032,0.0,0.0,0.0,0.12539396,0.0,0.0,0.0,1.302029,0.0,0.0,0.0,0.05870155,0.0,0.0,0.0,0.33333334,8,0.1053605156578263,2.8560278,0
6caeaaba-30ce-49f2-86d7-a3c9ccd7fe04,1.3699032,0.0,0.0,0.0,0.12539396,0.0,0.0,0.0,1.302029,0.0,0.0,0.0,0.05870155,0.0,0.0,0.0,0.33333334,9,0.09531017980432487,2.8560278,0
5f67fdda-e448-4808-b70c-1f03ca21b7f6,2.8855093,2.7787066,0.3865583,3.1649961,0.0,0.0,0.0,0.0,3.3129563,3.0918503,0.59550023,3.5128193,0.09366299,0.046578124,0.0,0.046578124,1.0,0,0.6931471805599453,6.2921286,0
5f67fdda-e448-4808-b70c-1f03ca21b7f6,2.8855093,2.7787066,0.3865583,3.1649961,0.0,0.0,0.0,0.0,3.3129563,3.0918503,0.59550023,3.5128193,0.09366299,0.046578124,0.0,0.046578124,1.0,1,0.4054651081081644,6.2921286,0
5f67fdda-e448-4808-b70c-1f03ca21b7f6,2.3392954,1.7000028,0.0,1.828183,0.2513601,0.17236853,0.0,0.17236853,2.2372265,1.5043492,0.0,1.5043492,0.09366299,0.046578124,0.0,0.046578124,1.0,2,0.2876820724517809,4.921545,0
5f67fdda-e448-4808-b70c-1f03ca21b7f6,2.3392954,1.7000028,0.0,1.828183,0.2513601,0.17236853,0.0,0.17236853,2.2372265,1.5043492,0.0,1.5043492,0.09366299,0.046578124,0.0,0.046578124,1.0,3,0.22314355131420976,4.921545,0
5f67fdda-e448-4808-b70c-1f03ca21b7f6,2.1413825,1.2976344,0.0,1.2976344,0.0,0.0,0.0,0.0,2.2337546,1.385308,0.0,1.385308,0.09366299,0.046578124,0.0,0.046578124,1.0,4,0.18232155679395462,4.4688,0
5f67fdda-e448-4808-b70c-1f03ca21b7f6,2.1413825,1.2976344,0.0,1.2976344,0.0,0.0,0.0,0.0,2.2337546,1.385308,0.0,1.385308,0.09366299,0.046578124,0.0,0.046578124,1.0,5,0.1541506798272583,4.4688,0
5f67fdda-e448-4808-b70c-1f03ca21b7f6,1.9317721,1.4019233,0.0,1.4019233,0.2560139,0.21177748,0.0032395804,0.21177748,1.7033378,0.81010437,0.0,0.81010437,0.09366299,0.046578124,0.0,0.046578124,1.0,6,0.13353139262452263,3.9847867,1
5f67fdda-e448-4808-b70c-1f03ca21b7f6,1.9317721,1.4019233,0.0,1.4019233,0.2560139,0.21177748,0.0032395804,0.21177748,1.7033378,0.81010437,0.0,0.81010437,0.09366299,0.046578124,0.0,0.046578124,1.0,7,0.11778303565638346,3.9847867,0
5f67fdda-e448-4808-b70c-1f03ca21b7f6,1.7252153,0.37789342,0.0,0.4887052,0.2513601,0.124717765,0.0,0.16401517,1.466539,0.0,0.0,0.0,0.09366299,0.046578124,0.0,0.046578124,1.0,8,0.1053605156578263,3.5367775,0
5f67fdda-e448-4808-b70c-1f03ca21b7f6,1.7252153,0.37789342,0.0,0.4887052,0.2513601,0.124717765,0.0,0.16401517,1.466539,0.0,0.0,0.0,0.09366299,0.046578124,0.0,0.046578124,1.0,9,0.09531017980432487,3.5367775,0
0965f2f7-ec0f-4328-b48e-650d3794e72e,5.6744843,4.9247437,3.6454864,5.367665,0.0,0.0,0.0,0.0,6.163588,5.3080125,4.1060266,5.7620063,0.07796977,0.052966937,0.011853321,0.052966937,1.0,0,0.6931471805599453,11.916042,0
0965f2f7-ec0f-4328-b48e-650d3794e72e,5.6744843,4.9247437,3.6454864,5.367665,0.0,0.0,0.0,0.0,6.163588,5.3080125,4.1060266,5.7620063,0.07796977,0.052966937,0.011853321,0.052966937,1.0,1,0.4054651081081644,11.916042,0
0965f2f7-ec0f-4328-b48e-650d3794e72e,3.8002021,2.6423724,1.1532364,2.9576468,0.0,0.0,0.0,0.0,4.0477147,2.8571618,1.308373,3.1843362,0.07796977,0.052966937,0.011853321,0.052966937,0.6,2,0.2876820724517809,7.9258866,0
0965f2f7-ec0f-4328-b48e-650d3794e72e,3.8002021,2.6423724,1.1532364,2.9576468,0.0,0.0,0.0,0.0,4.0477147,2.8571618,1.308373,3.1843362,0.07796977,0.052966937,0.011853321,0.052966937,0.6,3,0.22314355131420976,7.9258866,0
0965f2f7-ec0f-4328-b48e-650d3794e72e,3.3923774,2.4604487,1.0829848,2.4604487,0.3564458,0.25426546,0.06417173,0.25426546,3.1707711,2.1890674,1.0068226,2.1890674,0.07796977,0.052966937,0.011853321,0.052966937,0.6,4,0.18232155679395462,6.997564,0
0965f2f7-ec0f-4328-b48e-650d3794e72e,3.3923774,2.4604487,1.0829848,2.4604487,0.3564458,0.25426546,0.06417173,0.25426546,3.1707711,2.1890674,1.0068226,2.1890674,0.07796977,0.052966937,0.011853321,0.052966937,0.6,5,0.1541506798272583,6.997564,0
0965f2f7-ec0f-4328-b48e-650d3794e72e,3.4415593,2.366818,1.2660046,2.5070086,0.37660676,0.26049626,0.122105464,0.26049626,3.0573974,2.0379026,0.9312402,2.0821722,0.07796977,0.052966937,0.011853321,0.052966937,0.8,6,0.13353139262452263,6.953533,0
0965f2f7-ec0f-4328-b48e-650d3794e72e,3.4415593,2.366818,1.2660046,2.5070086,0.37660676,0.26049626,0.122105464,0.26049626,3.0573974,2.0379026,0.9312402,2.0821722,0.07796977,0.052966937,0.011853321,0.052966937,0.8,7,0.11778303565638346,6.953533,0
0965f2f7-ec0f-4328-b48e-650d3794e72e,3.3232014,1.8616678,0.887142,1.8616678,0.37660676,0.26049626,0.122105464,0.26049626,3.0963976,1.5327525,0.67866516,1.5327525,0.07796977,0.052966937,0.011853321,0.052966937,0.8,8,0.1053605156578263,6.8741755,0
0965f2f7-ec0f-4328-b48e-650d3794e72e,3.3232014,1.8616678,0.887142,1.8616678,0.37660676,0.26049626,0.122105464,0.26049626,3.0963976,1.5327525,0.67866516,1.5327525,0.07796977,0.052966937,0.011853321,0.052966937,0.8,9,0.09531017980432487,6.8741755,0
d8ea8850-5ba7-40c1-a720-cfa45b5cfb7a,5.1142583,4.3540783,2.6929257,5.076764,0.0,0.0,0.0,0.0,5.5260577,4.7225285,3.0354557,5.496557,0.1334536,0.066603675,0.0,0.066603675,1.0,0,0.6931471805599453,10.773769,0
d8ea8850-5ba7-40c1-a720-cfa45b5cfb7a,5.1142583,4.3540783,2.6929257,5.076764,0.0,0.0,0.0,0.0,5.5260577,4.7225285,3.0354557,5.496557,0.1334536,0.066603675,0.0,0.066603675,1.0,1,0.4054651081081644,10.773769,0
d8ea8850-5ba7-40c1-a720-cfa45b5cfb7a,4.8219976,3.0198634,0.1594373,3.2494423,0.0,0.0,0.0,0.0,5.030542,3.2193716,0.2055397,3.4533513,0.1334536,0.066603675,0.0,0.066603675,0.8333334,2,0.2876820724517809,9.985993,0
d8ea8850-5ba7-40c1-a720-cfa45b5cfb7a,4.8219976,3.0198634,0.1594373,3.2494423,0.0,0.0,0.0,0.0,5.030542,3.2193716,0.2055397,3.4533513,0.1334536,0.066603675,0.0,0.066603675,0.8333334,3,0.22314355131420976,9.985993,0
d8ea8850-5ba7-40c1-a720-cfa45b5cfb7a,4.238335,3.4328341,1.4201242,3.5061815,0.63399345,0.45761162,0.19532743,0.45761162,3.7310205,2.8523703,0.6477446,2.8523703,0.1334536,0.066603675,0.0,0.066603675,0.8333334,4,0.18232155679395462,8.736803,0
d8ea8850-5ba7-40c1-a720-cfa45b5cfb7a,4.238335,3.4328341,1.4201242,3.5061815,0.63399345,0.45761162,0.19532743,0.45761162,3.7310205,2.8523703,0.6477446,2.8523703,0.1334536,0.066603675,0.0,0.066603675,0.8333334,5,0.1541506798272583,8.736803,0
d8ea8850-5ba7-40c1-a720-cfa45b5cfb7a,3.757367,2.479837,0.276242,2.6144805,0.3175575,0.16197932,0.0,0.16197932,3.806881,2.4005637,0.20853789,2.4005637,0.1334536,0.066603675,0.0,0.066603675,0.6666667,6,0.13353139262452263,8.015259,0
d8ea8850-5ba7-40c1-a720-cfa45b5cfb7a,3.757367,2.479837,0.276242,2.6144805,0.3175575,0.16197932,0.0,0.16197932,3.806881,2.4005637,0.20853789,2.4005637,0.1334536,0.066603675,0.0,0.066603675,0.6666667,7,0.11778303565638346,8.015259,0
d8ea8850-5ba7-40c1-a720-cfa45b5cfb7a,2.9774816,1.8843858,0.12314686,1.9719808,0.33304542,0.20876285,0.048237845,0.20876285,2.78858,1.6873246,0.0,1.7931759,0.1334536,0.066603675,0.0,0.066603675,0.5,8,0.1053605156578263,6.2325606,0
d8ea8850-5ba7-40c1-a720-cfa45b5cfb7a,2.9774816,1.8843858,0.12314686,1.9719808,0.33304542,0.20876285,0.048237845,0.20876285,2.78858,1.6873246,0.0,1.7931759,0.1334536,0.066603675,0.0,0.066603675,0.5,9,0.09531017980432487,6.2325606,0
03904703-86eb-4112-b4c8-e1e9c8c36963,3.2643752,2.502413,1.3639829,2.7320688,0.0,0.0,0.0,0.0,3.7322683,2.7741358,1.6424639,3.0295916,0.05999168,0.02912337,0.0,0.02912337,1.0,0,0.6931471805599453,7.0566354,0
03904703-86eb-4112-b4c8-e1e9c8c36963,3.2643752,2.502413,1.3639829,2.7320688,0.0,0.0,0.0,0.0,3.7322683,2.7741358,1.6424639,3.0295916,0.05999168,0.02912337,0.0,0.02912337,1.0,1,0.4054651081081644,7.0566354,0
03904703-86eb-4112-b4c8-e1e9c8c36963,2.6473405,2.0666556,0.0,2.4494019,0.0,0.0,0.0,0.0,2.8190534,2.2724617,0.0,2.6862917,0.05999168,0.02912337,0.0,0.02912337,0.75,2,0.2876820724517809,5.526386,0
03904703-86eb-4112-b4c8-e1e9c8c36963,2.6473405,2.0666556,0.0,2.4494019,0.0,0.0,0.0,0.0,2.8190534,2.2724617,0.0,2.6862917,0.05999168,0.02912337,0.0,0.02912337,0.75,3,0.22314355131420976,5.526386,0
03904703-86eb-4112-b4c8-e1e9c8c36963,2.5505137,1.7637644,0.0,1.7637644,0.19499764,0.09685932,0.0,0.09685932,2.5593028,1.7227752,0.0,1.7227752,0.05999168,0.02912337,0.0,0.02912337,0.5,4,0.18232155679395462,5.3648057,0
03904703-86eb-4112-b4c8-e1e9c8c36963,2.5505137,1.7637644,0.0,1.7637644,0.19499764,0.09685932,0.0,0.09685932,2.5593028,1.7227752,0.0,1.7227752,0.05999168,0.02912337,0.0,0.02912337,0.5,5,0.1541506798272583,5.3648057,0
03904703-86eb-4112-b4c8-e1e9c8c36963,2.2197974,1.4377666,0.0,1.5267614,0.20190416,0.09685932,0.0,0.09685932,2.1349525,1.4029578,0.0,1.4663918,0.05999168,0.02912337,0.0,0.02912337,1.0,6,0.13353139262452263,4.616646,0
03904703-86eb-4112-b4c8-e1e9c8c36963,2.2197974,1.4377666,0.0,1.5267614,0.20190416,0.09685932,0.0,0.09685932,2.1349525,1.4029578,0.0,1.4663918,0.05999168,0.02912337,0.0,0.02912337,1.0,7,0.11778303565638346,4.616646,0
03904703-86eb-4112-b4c8-e1e9c8c36963,1.756369,1.1426756,0.14253813,1.381052,0.20657727,0.099974714,0.030428315,0.099974714,1.4091723,0.8541539,0.0,1.0246975,0.05999168,0.02912337,0.0,0.02912337,1.0,8,0.1053605156578263,3.4321103,0
03904703-86eb-4112-b4c8-e1e9c8c36963,1.756369,1.1426756,0.14253813,1.381052,0.20657727,0.099974714,0.030428315,0.099974714,1.4091723,0.8541539,0.0,1.0246975,0.05999168,0.02912337,0.0,0.02912337,1.0,9,0.09531017980432487,3.4321103,0
f53e54e2-139a-4568-b98b-2519a5155b26,5.385514,4.835726,2.049387,5.2846565,0.0,0.0,0.0,0.0,5.80106,5.279471,2.3237495,5.751684,0.0743576,0.03626943,0.0,0.03626943,1.0,0,0.6931471805599453,11.260932,0
f53e54e2-139a-4568-b98b-2519a5155b26,5.385514,4.835726,2.049387,5.2846565,0.0,0.0,0.0,0.0,5.80106,5.279471,2.3237495,5.751684,0.0743576,0.03626943,0.0,0.03626943,1.0,1,0.4054651081081644,11.260932,0
f53e54e2-139a-4568-b98b-2519a5155b26,5.385514,4.835726,2.049387,5.2846565,0.0,0.0,0.0,0.0,5.80106,5.279471,2.3237495,5.751684,0.0743576,0.03626943,0.0,0.03626943,1.0,2,0.2876820724517809,11.260932,0
f53e54e2-139a-4568-b98b-2519a5155b26,5.2812405,2.7373905,0.0,2.9628446,0.28813976,0.14748786,0.0,0.14748786,5.3437686,2.5865648,0.0,2.8578105,0.0743576,0.03626943,0.0,0.03626943,0.75,3,0.22314355131420976,10.987507,0
f53e54e2-139a-4568-b98b-2519a5155b26,5.2812405,2.7373905,0.0,2.9628446,0.28813976,0.14748786,0.0,0.14748786,5.3437686,2.5865648,0.0,2.8578105,0.0743576,0.03626943,0.0,0.03626943,0.75,4,0.18232155679395462,10.987507,0
f53e54e2-139a-4568-b98b-2519a5155b26,4.510422,1.8594172,0.1625318,2.052107,0.0,0.0,0.0,0.0,4.715317,2.0259626,0.16207322,2.247035,0.0743576,0.03626943,0.0,0.03626943,0.75,5,0.1541506798272583,9.3000965,0
f53e54e2-139a-4568-b98b-2519a5155b26,4.510422,1.8594172,0.1625318,2.052107,0.0,0.0,0.0,0.0,4.715317,2.0259626,0.16207322,2.247035,0.0743576,0.03626943,0.0,0.03626943,0.75,6,0.13353139262452263,9.3000965,0
f53e54e2-139a-4568-b98b-2519a5155b26,4.337328,2.076301,0.9824615,2.557038,1.139427,0.7770769,0.44554794,0.7770769,3.455224,0.60009086,0.30164453,0.94966686,0.0743576,0.03626943,0.0,0.03626943,1.0,7,0.11778303565638346,9.006336,1
f53e54e2-139a-4568-b98b-2519a5155b26,4.337328,2.076301,0.9824615,2.557038,1.139427,0.7770769,0.44554794,0.7770769,3.455224,0.60009086,0.30164453,0.94966686,0.0743576,0.03626943,0.0,0.03626943,1.0,8,0.1053605156578263,9.006336,0
f53e54e2-139a-4568-b98b-2519a5155b26,3.0960374,1.0318863,0.0,1.4296266,0.40883362,0.18173397,0.0,0.22295523,2.6634796,0.50407517,0.0,0.7187613,0.0743576,0.03626943,0.0,0.03626943,0.75,9,0.09531017980432487,6.242708,0
0699b47c-8a9e-4f04-9170-9905837c6902,2.0567462,1.4987969,0.16793565,1.8181391,0.0,0.0,0.0,0.0,2.379942,1.6735787,0.28607374,2.0563793,0.02979062,0.013708411,0.0,0.013708411,1.0,0,0.6931471805599453,4.466479,0
0699b47c-8a9e-4f04-9170-9905837c6902,2.0567462,1.4987969,0.16793565,1.8181391,0.0,0.0,0.0,0.0,2.379942,1.6735787,0.28607374,2.0563793,0.02979062,0.013708411,0.0,0.013708411,1.0,1,0.4054651081081644,4.466479,0
0699b47c-8a9e-4f04-9170-9905837c6902,1.7852546,0.8177012,0.0,0.8177012,0.0,0.0,0.0,0.0,2.1522026,0.87989527,0.0,0.87989527,0.02979062,0.013708411,0.0,0.013708411,1.0,2,0.2876820724517809,3.9672477,0
0699b47c-8a9e-4f04-9170-9905837c6902,1.7852546,0.8177012,0.0,0.8177012,0.0,0.0,0.0,0.0,2.1522026,0.87989527,0.0,0.87989527,0.02979062,0.013708411,0.0,0.013708411,1.0,3,0.22314355131420976,3.9672477,0
0699b47c-8a9e-4f04-9170-9905837c6902,1.7492481,1.0570098,0.0,1.1056921,0.0,0.0,0.0,0.0,1.847702,1.1317911,0.0,1.1823599,0.02979062,0.013708411,0.0,0.013708411,0.6666667,4,0.18232155679395462,3.6267407,0
0699b47c-8a9e-4f04-9170-9905837c6902,1.7492481,1.0570098,0.0,1.1056921,0.0,0.0,0.0,0.0,1.847702,1.1317911,0.0,1.1823599,0.02979062,0.013708411,0.0,0.013708411,0.6666667,5,0.1541506798272583,3.6267407,0
0699b47c-8a9e-4f04-9170-9905837c6902,1.7416381,0.9915129,0.0,1.0448849,0.12946197,0.09604377,0.0032395804,0.09604377,1.6593846,0.8201229,0.0,0.88449997,0.02979062,0.013708411,0.0,0.013708411,1.0,6,0.13353139262452263,3.5602753,1
0699b47c-8a9e-4f04-9170-9905837c6902,1.7416381,0.9915129,0.0,1.0448849,0.12946197,0.09604377,0.0032395804,0.09604377,1.6593846,0.8201229,0.0,0.88449997,0.02979062,0.013708411,0.0,0.013708411,1.0,7,0.11778303565638346,3.5602753,0
0699b47c-8a9e-4f04-9170-9905837c6902,1.4956251,1.0570098,0.0,1.0570098,0.11822476,0.057960432,0.0,0.057960432,1.4147687,0.9035408,0.0,0.9035408,0.02979062,0.013708411,0.0,0.013708411,0.6666667,8,0.1053605156578263,3.0584092,0
0699b47c-8a9e-4f04-9170-9905837c6902,1.4956251,1.0570098,0.0,1.0570098,0.11822476,0.057960432,0.0,0.057960432,1.4147687,0.9035408,0.0,0.9035408,0.02979062,0.013708411,0.0,0.013708411,0.6666667,9,0.09531017980432487,3.0584092,0
1a777f2a-9d15-4d5e-befa-b422abebbbe8,2.1794143,0.78011864,0.0,0.8440089,0.0,0.0,0.0,0.0,2.5132124,0.9779122,0.0,1.054193,0.0371788,0.0,0.0,0.0,1.0,0,0.6931471805599453,4.7298055,0
1a777f2a-9d15-4d5e-befa-b422abebbbe8,2.1794143,0.78011864,0.0,0.8440089,0.0,0.0,0.0,0.0,2.5132124,0.9779122,0.0,1.054193,0.0371788,0.0,0.0,0.0,1.0,1,0.4054651081081644,4.7298055,0
1a777f2a-9d15-4d5e-befa-b422abebbbe8,2.1794143,0.78011864,0.0,0.8440089,0.0,0.0,0.0,0.0,2.5132124,0.9779122,0.0,1.054193,0.0371788,0.0,0.0,0.0,1.0,2,0.2876820724517809,4.7298055,0
